CODMUNRES,SUICIDES
431244,1
431250,1
431262,1
431265,3
431267,1
431270,5
431275,1
431280,3
431290,1
431300,1
431301,2
431303,1
431306,1
431310,1
431320,1
431330,2
431335,1
431337,2
431340,13
431342,1
431350,5
431360,1
431370,4
431380,1
431390,3
431395,2
431400,1
431402,1
431403,1
431405,3
431406,1
431407,2
431410,30
431415,1
431420,3
431440,41
431445,1
431450,3
431460,4
431470,5
431480,4
431490,96
431500,2
431510,3
431514,1
431515,1
431530,2
431532,1
431535,1
431550,2
431560,18
431570,2
431580,1
431600,1
431610,2
431620,2
431630,3
431640,6
431642,1
431645,1
431647,2
431650,1
431660,2
431670,1
431675,3
431680,22
431690,26
431695,1
431700,2
431710,9
431720,6
431725,1
431730,13
431740,6
431750,2
431755,1
431760,5
431770,1
431775,1
431790,2
431800,9
431805,2
431810,2
431820,1
431830,9
431840,2
431842,1
431844,1
431846,1
431849,1
431850,6
431862,1
431870,15
431880,8
431890,3
431900,1
431910,1
431912,2
431915,2
431930,2
431936,1
431940,4
431950,1
431960,9
431970,1
431975,1
431980,1
431990,11
432000,12
432010,2
432020,1
432026,1
432030,2
432032,1
432035,1
432040,1
432050,2
432055,1
432067,3
432070,2
432080,1
432090,1
432100,1
432110,3
432120,8
432130,7
432132,2
432140,2
432145,3
432150,8
432160,4
432166,1
432170,2
432180,10
432183,1
432185,1
432190,6
432195,1
432200,1
432210,1
432215,3
432218,1
432220,2
432225,1
432230,2
432232,1
432234,2
432240,15
432250,9
432253,3
432254,1
432260,19
432270,3
432280,1
432300,21
432345,1
432350,1
432377,1
500025,1
500060,10
500070,2
500085,1
500090,3
500100,1
500110,3
500124,1
500190,2
500210,3
500240,1
500260,2
500270,73
500290,2
500295,1
500310,1
500315,5
500320,9
500325,2
500330,2
500345,4
500350,3
500370,28
500375,1
500380,1
500400,1
500410,1
500450,3
500460,1
500470,2
500480,5
500500,1
500510,1
500520,1
500525,3
500540,5
500560,1
500568,1
500570,6
500580,1
500600,5
500620,5
500627,1
500630,9
500635,7
500660,7
500690,4
500720,2
500740,3
500755,1
500769,3
500770,1
500790,5
500793,1
500795,5
500797,1
500830,13
510020,4
510025,4
510030,2
510040,1
510100,1
510125,1
510130,1
510140,3
510170,1
510180,7
510190,1
510250,7
510263,1
510267,4
510268,1
510270,2
510300,2
510305,1
510310,1
510320,3
510325,1
510335,3
510337,1
510340,45
510345,1
510350,1
510370,1
510390,1
510410,4
510420,2
510452,1
510460,1
510510,3
510515,4
510525,1
510550,1
510558,1
510560,1
510562,2
510621,1
510622,1
510625,3
510629,1
510630,5
510637,2
510642,5
510645,1
510650,3
510675,2
510677,1
510682,1
510700,4
510704,5
510715,1
510718,1
510720,1
510724,2
510735,1
510740,1
510760,18
510770,1
510777,1
510779,1
510790,10
510792,6
510794,1
510795,6
510805,1
510810,1
510840,14
510860,1
520005,4
520010,1
520013,1
520025,13
520030,4
520050,1
520085,2
520110,23
520130,3
520140,36
520160,1
520170,2
520180,2
520260,1
520330,1
520340,2
520350,1
520355,2
520360,1
520390,1
520400,2
520425,2
520430,2
520440,4
520450,4
520485,1
520500,3
520505,1
520510,7
520530,4
520540,1
520549,4
520620,5
520660,1
520725,1
520740,1
520760,1
520790,1
520800,15
520810,1
520840,1
520860,7
520870,104
520880,3
520890,5
520910,5
520920,3
520980,3
520995,1
521000,2
521010,3
521020,4
521040,4
521060,2
521090,2
521120,3
521130,1
521150,11
521160,1
521170,1
521180,6
521190,11
521200,2
521210,1
521220,2
521250,3
521308,1
521310,4
521340,1
521375,2
521380,7
521385,2
521405,1
521440,1
521450,2
521460,2
521483,2
521486,1
521523,4
521530,1
521540,2
521565,1
521570,3
521580,2
521630,1
521640,1
521680,1
521710,2
521720,1
521730,2
521740,2
521760,10
521770,1
521810,1
521830,4
521839,2
521850,2
521880,17
521890,2
521900,1
521925,1
521930,3
521935,1
521940,1
521975,3
521980,2
522000,1
522005,1
522010,2
522020,4
522026,1
522040,4
522045,5
522060,4
522130,1
522140,9
522157,1
522160,2
522170,2
522185,7
522190,1
530010,187
