,QUANTIDADE,MUNCOD,MUNNOME,LATITUDE,LONGITUDE
574,12,431740,Santiago,-29.192,-54.867
575,25,431750,Santo Ângelo,-28.299,-54.263
576,12,431780,Santo Augusto,-27.851,-53.777
577,2,431790,Santo Cristo,-27.824,-54.663
578,10,431800,São Borja,-28.661,-56.004
579,18,431810,São Francisco de Assis,-29.55,-55.131
580,1,431830,São Gabriel,-30.336,-54.32
581,4,431846,São José do Herval,-29.044,-52.296
582,37,431860,São José do Ouro,-27.769,-51.594
583,10,431880,São Lourenço do Sul,-31.365,-51.978
584,19,431890,São Luiz Gonzaga,-28.408,-54.961
585,42,431900,São Marcos,-28.971,-51.068
586,11,431910,São Martinho,-27.707,-53.969
587,16,431915,São Miguel das Missões,-28.563,-54.554
588,8,431930,São Paulo das Missões,-28.021,-54.936
589,256,431950,São Sebastião do Caí,-29.587,-51.376
590,4,431960,São Sepé,-30.161,-53.565
591,3,431990,Sapiranga,-29.638,-51.007
592,8,432010,Sarandi,-27.944,-52.923
593,19,432020,Seberi,-27.478,-53.403
594,4,432026,Segredo,-29.269,-53.012
595,1558,432040,Serafina Corrêa,-28.712,-51.935
596,48,432050,Sertão,-27.98,-52.26
597,4,432067,Sinimbu,-29.539,-52.522
598,3,432080,Soledade,-28.818,-52.51
599,20,432090,Tapejara,-28.068,-52.014
600,4,432120,Taquara,-29.651,-50.781
601,16,432140,Tenente Portela,-27.371,-53.758
602,4,432145,Teutônia,-29.448,-51.806
603,23,432150,Torres,-29.335,-49.727
604,8,432163,Três Arroios,-27.499,-52.147
605,3,432170,Três Coroas,-29.517,-50.778
606,101,432180,Três de Maio,-27.773,-54.24
607,23,432190,Três Passos,-27.456,-53.932
608,2,432220,Tupanciretã,-29.081,-53.836
609,4,432230,Tuparendi,-27.756,-54.482
610,7,432240,Uruguaiana,-29.755,-57.088
611,7,432250,Vacaria,-28.512,-50.934
612,23,432253,Vale do Sol,-29.604,-52.683
613,21,432260,Venâncio Aires,-29.606,-52.192
614,20,432280,Veranópolis,-28.936,-51.549
615,1,432370,Vista Gaúcha,-27.291,-53.702
616,2,500210,Bela Vista,-22.109,-56.521
617,1,500240,Caarapó,-22.634,-54.822
618,452,500270,Campo Grande,-20.443,-54.646
619,21,500325,Costa Rica,-18.544,-53.129
620,60,500370,Dourados,-22.221,-54.806
621,1,500380,Fátima do Sul,-22.374,-54.514
622,3,500540,Maracaju,-21.614,-55.168
623,5,500720,Rio Brilhante,-21.802,-54.546
624,18,500830,Três Lagoas,-20.751,-51.678
625,22,510250,Cáceres,-16.071,-57.679
626,1,510263,Campo Novo do Parecis,-13.675,-57.892
627,3,510340,Cuiabá,-15.596,-56.097
628,161,510525,Lucas do Rio Verde,-13.05,-55.911
629,17,510700,Poxoréo,-15.837,-54.389
630,3,510730,São José do Rio Claro,-13.447,-56.721
631,2,510760,Rondonópolis,-16.471,-54.636
632,3,510787,Sapezal,-12.989,-58.764
633,14,510790,Sinop,-11.864,-55.504
634,397,520110,Anápolis,-16.327,-48.953
635,22,520510,Catalão,-18.17,-47.942
636,12,520800,Formosa,-15.537,-47.334
637,368,520870,Goiânia,-16.679,-49.254
638,10,521880,Rio Verde,-17.798,-50.928
